Country_num,Country_iso,Year,Temperature
C218,ECU,1904,21.1066666666667
C818,EGY,1904,21.3016666666667
C232,ERI,1904,25.845
C732,ESH,1904,22.995
C724,ESP,1904,12.8416666666667
C233,EST,1904,4.10333333333333
C231,ETH,1904,22.7183333333333
C246,FIN,1904,0.245833333333333
C242,FJI,1904,24.3383333333333
C238,FLK,1904,6.415
C250,FRA,1904,10.4008333333333
C234,FRO,1904,5.43416666666667
C583,FSM,1904,26.5333333333333
C266,GAB,1904,24.5433333333333
C826,GBR,1904,8.115
C268,GEO,1904,7.61083333333333
C288,GHA,1904,27.2275
C292,GIB,1904,17.2833333333333
C324,GIN,1904,25.3708333333333
C312,GLP,1904,24.4925
C270,GMB,1904,27.5933333333333
C624,GNB,1904,27.32
C226,GNQ,1904,24.0516666666667
C300,GRC,1904,13.2591666666667
C308,GRD,1904,25.2583333333333
C304,GRL,1904,-20.34
C320,GTM,1904,22.9808333333333
C254,GUF,1904,26.0591666666667
C316,GUM,1904,27.4616666666667
C328,GUY,1904,25.5908333333333
C340,HND,1904,24.0575
C191,HRV,1904,10.655
C332,HTI,1904,23.5691666666667
C348,HUN,1904,10.3183333333333
C360,IDN,1904,25.3591666666667
C356,IND,1904,24.0141666666667
C086,IOT,1904,27.4333333333333
C372,IRL,1904,8.78166666666667
C364,IRN,1904,16.7166666666667
C368,IRQ,1904,21.4
C352,ISL,1904,0.813333333333333
C376,ISR,1904,17.85
C380,ITA,1904,12.2825
C388,JAM,1904,24.6983333333333
C400,JOR,1904,17.2916666666667
C392,JPN,1904,10.1583333333333
C398,KAZ,1904,5.7175
C404,KEN,1904,23.8733333333333
C417,KGZ,1904,1.10833333333333
C116,KHM,1904,26.4166666666667
C296,KIR,1904,27.495
C659,KNA,1904,25.7083333333333
C410,KOR,1904,10.7216666666667
C414,KWT,1904,24.5533333333333
C418,LAO,1904,23.2816666666667
C422,LBN,1904,13.2358333333333
C430,LBR,1904,25.1966666666667
C434,LBY,1904,21.8166666666667
C662,LCA,1904,25.79
C438,LIE,1904,6.50666666666667
C144,LKA,1904,26.0433333333333
C426,LSO,1904,10.7441666666667
C440,LTU,1904,5.4575
C442,LUX,1904,8.69583333333333
C428,LVA,1904,4.89166666666667
C446,MAC,1904,21.5166666666667
C504,MAR,1904,17.28
C492,MCO,1904,12.5333333333333
C498,MDA,1904,9.31083333333333
C450,MDG,1904,22.6958333333333
C462,MDV,1904,27.625
C484,MEX,1904,20.2175
C584,MHL,1904,27.4
C807,MKD,1904,9.94
C466,MLI,1904,28.6775
C470,MLT,1904,18.2691666666667
C104,MMR,1904,23.1
C499,MNE,1904,8.96083333333333
C496,MNG,1904,-0.825
C580,MNP,1904,27.3083333333333
C508,MOZ,1904,23.32
C478,MRT,1904,28.0458333333333
