iso_o,iso_o_num,iso_d,iso_d_num,contig,dist,distcap
BHS,C044,HKG,C344,0,14619.86,14619.86
LKA,C144,HKG,C344,0,4053.215,4053.215
MOZ,C508,HKG,C344,0,10296.89,10296.89
WLF,C876,HKG,C344,0,8563.037,8563.037
GRD,C308,HKG,C344,0,16186.26,16186.26
AUS,C036,HKG,C344,0,7377.491,7393.697
ECU,C218,HKG,C344,0,17224.25,17224.25
TCA,C796,HKG,C344,0,15132.71,15132.71
GUF,C254,HKG,C344,0,16667.6,16667.6
MDG,C450,HKG,C344,0,8572.626,8572.626
STP,C678,HKG,C344,0,11799.66,11799.66
TUN,C788,HKG,C344,0,9705.592,9705.592
OMN,C512,HKG,C344,0,5655.347,5655.347
ATG,C028,HKG,C344,0,15626.89,15626.89
KIR,C296,HKG,C344,0,6783.19,6783.19
NIU,C570,HKG,C344,0,9447.451,9447.451
MWI,C454,HKG,C344,0,9638.258,9638.258
EST,C233,HKG,C344,0,7864.644,7864.644
CYM,C136,HKG,C344,0,15108.69,15108.69
PRI,C630,HKG,C344,0,15503.13,15503.13
QAT,C634,HKG,C344,0,6329.054,6329.054
PCN,C612,HKG,C344,0,13541.12,13541.12
SWE,C752,HKG,C344,0,8233.46,8233.46
BGR,C100,HKG,C344,0,8427.25,8427.25
VNM,C704,HKG,C344,0,868.035,868.035
KWT,C414,HKG,C344,0,6590.399,6590.399
ESP,C724,HKG,C344,0,10551.06,10551.06
IRL,C372,HKG,C344,0,9862.015,9862.015
CCK,C166,HKG,C344,0,4306.267,4306.267
HKG,C344,HKG,C344,0,12.42926,12.42926
TCD,C148,HKG,C344,0,10426.97,10426.97
FRO,C234,HKG,C344,0,9304.314,9304.314
AFG,C004,HKG,C344,0,4566.617,4566.617
NFK,C574,HKG,C344,0,8116.498,8116.498
GEO,C268,HKG,C344,0,6707.747,6707.747
PAL,,HKG,C344,0,7811.035,7811.035
ESH,C732,HKG,C344,0,12136.6,12136.6
PER,C604,HKG,C344,0,18392.68,18392.68
CAN,C124,HKG,C344,0,12568.15,12434.39
ARG,C032,HKG,C344,0,18478.89,18478.89
LSO,C426,HKG,C344,0,10903.72,10903.72
CAF,C140,HKG,C344,0,10399.86,10399.86
BRA,C076,HKG,C344,0,18059.72,18014.9
CXR,C162,HKG,C344,0,3752.251,3752.251
SYC,C690,HKG,C344,0,7048.741,7048.741
DOM,C214,HKG,C344,0,15476.41,15476.41
LCA,C662,HKG,C344,0,15960.79,15960.79
IRQ,C368,HKG,C344,0,6851.467,6851.467
YEM,C887,HKG,C344,0,7343.947,7343.947
TUR,C792,HKG,C344,0,8025.906,7732.957
ARE,C784,HKG,C344,0,6059.646,6059.646
AGO,C024,HKG,C344,0,11504.13,11504.13
YUG,,HKG,C344,0,8567.262,8567.262
TWN,C158,HKG,C344,0,815.0919,815.0919
ISR,C376,HKG,C344,0,7765.8,7765.8
USA,C840,HKG,C344,0,12969.58,13131.11
UZB,C860,HKG,C344,0,4682.091,4682.091
CUB,C192,HKG,C344,0,14673.48,14673.48
URY,C858,HKG,C344,0,18339.63,18339.63
PHL,C608,HKG,C344,0,1114.391,1114.391
SLV,C222,HKG,C344,0,15294.06,15294.06
BLR,C112,HKG,C344,0,7819.103,7819.103
ZMB,C894,HKG,C344,0,10253.06,10253.06
FIN,C246,HKG,C344,0,7835.616,7835.616
VUT,C548,HKG,C344,0,7388.013,7388.013
COL,C170,HKG,C344,0,16876.18,16876.18
GIB,C292,HKG,C344,0,10942.36,10942.36
GNQ,C226,HKG,C344,0,11429.26,11429.26
SLE,C694,HKG,C344,0,13358.3,13358.3
CPV,C132,HKG,C344,0,13833.11,13833.11
POL,C616,HKG,C344,0,8283.614,8283.614
MKD,C807,HKG,C344,0,8593.604,8593.604
GUY,C328,HKG,C344,0,16695.66,16695.66
BRB,C052,HKG,C344,0,16039.24,16039.24
KHM,C116,HKG,C344,0,1541.641,1541.641
GHA,C288,HKG,C344,0,12255.4,12255.4
VCT,C670,HKG,C344,0,16054.43,16054.43
MDV,C462,HKG,C344,0,4822.231,4822.231
NLD,C528,HKG,C344,0,9290.671,9290.671
CMR,C120,HKG,C344,0,11148.41,11148.41
GNB,C624,HKG,C344,0,13369.15,13369.15
FLK,C238,HKG,C344,0,16686.22,16686.22
SEN,C686,HKG,C344,0,13346.78,13346.78
BDI,C108,HKG,C344,0,9628.061,9628.061
LAO,C418,HKG,C344,0,1293.925,1293.925
SHN,C654,HKG,C344,0,13706.78,13706.78
BWA,C072,HKG,C344,0,10865.83,10865.83
SVN,C705,HKG,C344,0,8958.31,8958.31
AZE,C031,HKG,C344,0,6291.297,6291.297
TJK,C762,HKG,C344,0,4656.284,4656.284
GMB,C270,HKG,C344,0,13354.63,13354.63
BOL,C068,HKG,C344,0,19347.54,19674.05
ISL,C352,HKG,C344,0,9696.816,9696.816
UGA,C800,HKG,C344,0,9134.574,9134.574
FRA,C250,HKG,C344,0,9639.476,9639.476
IDN,C360,HKG,C344,0,3262.165,3262.165
BHR,C048,HKG,C344,0,6397.593,6397.593
LVA,C428,HKG,C344,0,7958.821,7958.821
NAM,C516,HKG,C344,0,11630.23,11630.23
SPM,C666,HKG,C344,0,12299.91,12299.91
MRT,C478,HKG,C344,0,12983.43,12983.43
DEU,C276,HKG,C344,0,9209.702,8759.48
ABW,C533,HKG,C344,0,16131.13,16131.13
TMP,,HKG,C344,0,3651.593,3651.593
MAR,C504,HKG,C344,0,11190.01,11190.01
MDA,C498,HKG,C344,0,7881.413,7881.413
HND,C340,HKG,C344,0,15363.83,15363.83
MLT,C470,HKG,C344,0,9397.669,9397.669
GTM,C320,HKG,C344,0,15124.21,15124.21
PNG,C598,HKG,C344,0,5043.271,5043.271
WSM,C882,HKG,C344,0,7453.99,7453.99
GRL,C304,HKG,C344,0,10334.3,10334.3
PRY,C600,HKG,C344,0,19136.79,19136.79
MUS,C480,HKG,C344,0,7757.562,7757.562
MLI,C466,HKG,C344,0,12621.41,12621.41
TKL,C772,HKG,C344,0,8765.617,8765.617
IND,C356,HKG,C344,0,3763.475,3763.475
HUN,C348,HKG,C344,0,8577.637,8577.637
LBN,C422,HKG,C344,0,7652.198,7652.198
PAN,C591,HKG,C344,0,16253.74,16253.74
CRI,C188,HKG,C344,0,15930.78,15930.78
SYR,C760,HKG,C344,0,7587.774,7587.774
NCL,C540,HKG,C344,0,7530.199,7530.199
NOR,C578,HKG,C344,0,8599.981,8599.981
ITA,C380,HKG,C344,0,9289.38,9289.38
ALB,C008,HKG,C344,0,8747.532,8747.532
DJI,C262,HKG,C344,0,7590.873,7590.873
FJI,C242,HKG,C344,0,8313.738,8313.738
KEN,C404,HKG,C344,0,8767.659,8767.659
CHL,C152,HKG,C344,0,18697.32,18697.32
KOR,C410,HKG,C344,0,2095.843,2095.843
CIV,C384,HKG,C344,0,12640.1,12686.49
EGY,C818,HKG,C344,0,8148.943,8148.943
TKM,C795,HKG,C344,0,5558.581,5558.581
BEL,C056,HKG,C344,0,9405.117,9405.117
NRU,C520,HKG,C344,0,6254.277,6254.277
DZA,C012,HKG,C344,0,10272.68,10272.68
MSR,C500,HKG,C344,0,15678.86,15678.86
SUR,C740,HKG,C344,0,16695.75,16695.75
BMU,C060,HKG,C344,0,13959.6,13959.6
GBR,C826,HKG,C344,0,9638.419,9638.419
DNK,C208,HKG,C344,0,8679.169,8679.169
LBR,C430,HND,C340,0,8389.551,8389.551
ZWE,C716,HND,C340,0,13444.83,13444.83
POL,C616,HND,C340,0,9974.817,9974.817
ISL,C352,HND,C340,0,7420.994,7420.994
GEO,C268,HND,C340,0,12114.3,12114.3
NZL,C554,HND,C340,0,11736.09,11736.09
CUB,C192,HND,C340,0,1126.169,1126.169
BEN,C204,HND,C340,0,9817.141,9843.032
LKA,C144,HND,C340,0,17296.54,17296.54
SGP,C702,HND,C340,0,17931.84,17931.84
KAZ,C398,HND,C340,0,13452.07,12482.51
GIN,C324,HND,C340,0,7780.903,7780.903
NIC,C558,HND,C340,1,242.824,242.824
BGD,C050,HND,C340,0,15820.5,15820.5
JAM,C388,HND,C340,0,1196.504,1196.504
GUF,C254,HND,C340,0,3958.103,3958.103
PLW,C585,HND,C340,0,14846.78,14846.78
EST,C233,HND,C340,0,9859.091,9859.091
MNP,C580,HND,C340,0,13353.87,13353.87
BFA,C854,HND,C340,0,9216.294,9216.294
SLV,C222,HND,C340,1,213.9843,213.9843
KGZ,C417,HND,C340,0,13425.83,13425.83
AIA,C660,HND,C340,0,2622.046,2622.046
SAU,C682,HND,C340,0,13436.4,13436.4
ANT,C530,HND,C340,0,1995.531,1995.531
BRN,C096,HND,C340,0,16795.27,16795.27
WLF,C876,HND,C340,0,10265.41,10265.41
ETH,C231,HND,C340,0,13546.42,13546.42
SOM,C706,HND,C340,0,14506.35,14506.35
LTU,C440,HND,C340,0,10122.01,10122.01
CZE,C203,HND,C340,0,9628.565,9628.565
BIH,C070,HND,C340,0,10145.81,10145.81
KHM,C116,HND,C340,0,16878.28,16878.28
BHS,C044,HND,C340,0,1603.656,1603.656
LUX,C442,HND,C340,0,9068.316,9068.316
MYS,C458,HND,C340,0,17878.91,17878.91
AUS,C036,HND,C340,0,13788.73,13955.25
IRN,C364,HND,C340,0,12992.17,12992.17
DOM,C214,HND,C340,0,1926.793,1926.793
JPN,C392,HND,C340,0,12611.31,12611.31
TCD,C148,HND,C340,0,10972.93,10972.93
COK,C184,HND,C340,0,8840.527,8840.527
QAT,C634,HND,C340,0,13776.08,13776.08
SDN,C729,HND,C340,0,12632.03,12632.03
URY,C858,HND,C340,0,6364.24,6364.24
ERI,C232,HND,C340,0,13260.72,13260.72
FSM,C583,HND,C340,0,12435.59,12435.59
DMA,C212,HND,C340,0,2784.7,2784.7
MEX,C484,HND,C340,0,1402.819,1402.819
MMR,C104,HND,C340,0,16578.15,16578.15
PAK,C586,HND,C340,0,14325.77,14325.77
UKR,C804,HND,C340,0,10656.18,10656.18
NIU,C570,HND,C340,0,9777.765,9777.765
MDG,C450,HND,C340,0,15185.75,15185.75
BEL,C056,HND,C340,0,8916.339,8916.339
GUY,C328,HND,C340,0,3280.822,3280.822
NER,C562,HND,C340,0,9581.749,9581.749
NGA,C566,HND,C340,0,9917.694,10238.22
VGB,C092,HND,C340,0,2462.89,2462.89
CHE,C756,HND,C340,0,9224.473,9224.473
FLK,C238,HND,C340,0,7853.036,7853.036
THA,C764,HND,C340,0,16822.74,16822.74
GAB,C266,HND,C340,0,10724.26,10724.26
UZB,C860,HND,C340,0,13413.79,13413.79
BTN,C064,HND,C340,0,15390.52,15390.52
CXR,C162,HND,C340,0,18567.81,18567.81
LVA,C428,HND,C340,0,9943.452,9943.452
SLB,C090,HND,C340,0,12718.09,12718.09
TJK,C762,HND,C340,0,13659.89,13659.89
PRT,C620,HND,C340,0,8018.544,8018.544
MWI,C454,HND,C340,0,13686.64,13686.64
YEM,C887,HND,C340,0,13765.85,13765.85
ZAF,C710,HND,C340,0,12321.68,13218.06
SMR,C674,HND,C340,0,9691.925,9691.925
AUT,C040,HND,C340,0,9828.929,9828.929
MNG,C496,HND,C340,0,12994.46,12994.46
COM,C174,HND,C340,0,14665.7,14665.7
AFG,C004,HND,C340,0,14078.02,14078.02
PRK,C408,HND,C340,0,13201.78,13201.78
PRI,C630,HND,C340,0,2304.706,2304.706
IRL,C372,HND,C340,0,8167.567,8167.567
HRV,C191,HND,C340,0,9889.157,9889.157
AND,C020,HND,C340,0,8861.475,8861.475
MAC,C446,HND,C340,0,15395.32,15395.32
HTI,C332,HND,C340,0,1666.575,1666.575
TZA,C834,HND,C340,0,14138.86,13738.17
MOZ,C508,HND,C340,0,13655.63,13655.63
GLP,C312,HND,C340,0,2747.473,2747.473
CYP,C196,HND,C340,0,11716.78,11716.78
ZAR,,HND,C340,0,11484.68,11484.68
VEN,C862,HND,C340,0,2240.429,2240.429
BDI,C108,HND,C340,0,12972.68,12972.68
REU,C638,HND,C340,0,16012.08,16012.08
CYM,C136,HND,C340,0,851.8792,851.8792
BLZ,C084,HND,C340,0,387.0416,387.0416
KIR,C296,HND,C340,0,11016.54,11016.54
NPL,C524,HND,C340,0,15314.44,15314.44
CHN,C156,HND,C340,0,13543.21,13543.21
LBY,C434,HND,C340,0,10112.65,10112.65
RUS,C643,HND,C340,0,10729.13,10729.13
ATG,C028,HND,C340,0,2741.802,2741.802
TUV,C798,HND,C340,0,10627.78,10627.78
MHL,C584,HND,C340,0,11058.98,11058.98
TGO,C768,HND,C340,0,9698.071,9698.071
LAO,C418,HND,C340,0,16304.17,16304.17
MTQ,C474,HND,C340,0,2818.815,2818.815
TTO,C780,HND,C340,0,2820.598,2820.598
CAF,C140,HND,C340,0,11598.89,11598.89
TON,C776,HND,C340,0,10375.67,10375.67
CCK,C166,HND,C340,0,19559.44,19559.44
OMN,C512,HND,C340,0,14430.22,14430.22
TUN,C788,HND,C340,0,9728.485,9728.485
ROM,,HND,C340,0,10683.18,10683.18
IDN,C360,HND,C340,0,18265.81,18265.81
BGR,C100,HND,C340,0,10561.19,10561.19
GNQ,C226,HND,C340,0,10564.84,10564.84
SLE,C694,HND,C340,0,8065.97,8065.97
USA,C840,HND,C340,0,3234.232,2935.833
ECU,C218,HND,C340,0,1861.454,1861.454
NAM,C516,HND,C340,0,12061.26,12061.26
TCA,C796,HND,C340,0,1892.069,1892.069
ISR,C376,HND,C340,0,12001.74,12001.74
BRA,C076,HND,C340,0,6086.675,5455.174
DZA,C012,HND,C340,0,9103.726,9103.726
SVK,C703,HND,C340,0,9886.686,9886.686
KNA,C659,HND,C340,0,2649.233,2649.233
FJI,C242,HND,C340,0,10949.03,10949.03
SWZ,C748,HND,C340,0,13511.29,13511.29
NRU,C520,HND,C340,0,11741.57,11741.57
SHN,C654,HND,C340,0,9566.323,9566.323
RWA,C646,HND,C340,0,13013.63,13013.63
GRC,C300,HND,C340,0,10807.68,10807.68
PYF,C258,HND,C340,0,7694.852,7694.852
LCA,C662,HND,C340,0,2832.721,2832.721
IRQ,C368,HND,C340,0,12676.13,12676.13
SYC,C690,HND,C340,0,15811.61,15811.61
KOR,C410,HND,C340,0,13268.34,13268.34
MDV,C462,HND,C340,0,17090.13,17090.13
TKL,C772,HND,C340,0,9702.315,9702.315
BMU,C060,HND,C340,0,3049.285,3049.285
MAR,C504,HND,C340,0,8270.412,8270.412
GNB,C624,HND,C340,0,7737.262,7737.262
TWN,C158,HND,C340,0,14672.35,14672.35
FRA,C250,HND,C340,0,8810.234,8810.234
GRL,C304,HND,C340,0,6203.954,6203.954
BLR,C112,HND,C340,0,10290.64,10290.64
PHL,C608,HND,C340,0,15578.9,15578.9
MKD,C807,HND,C340,0,10452.68,10452.68
PER,C604,HND,C340,0,3123.173,3123.173
FIN,C246,HND,C340,0,9836.741,9836.741
COL,C170,HND,C340,0,1699.083,1699.083
VNM,C704,HND,C340,0,15873.08,15873.08
STP,C678,HND,C340,0,10437.89,10437.89
CAN,C124,HND,C340,0,3374.839,3652.533
VCT,C670,HND,C340,0,2812.462,2812.462
EGY,C818,HND,C340,0,11817,11817
MLI,C466,HND,C340,0,8537.811,8537.811
BWA,C072,HND,C340,0,12980.41,12980.41
BRB,C052,HND,C340,0,2987.963,2987.963
SEN,C686,HND,C340,0,7491.269,7491.269
PCN,C612,HND,C340,0,6371.438,6371.438
ESP,C724,HND,C340,0,8463.837,8463.837
MDA,C498,HND,C340,0,10737.21,10737.21
BHR,C048,HND,C340,0,13639.15,13639.15
DNK,C208,HND,C340,0,9329.007,9329.007
ARE,C784,HND,C340,0,14053.64,14053.64
LSO,C426,HND,C340,0,13157.12,13157.12
SPM,C666,HND,C340,0,4636.381,4636.381
GBR,C826,HND,C340,0,8593.704,8593.704
CIV,C384,HND,C340,0,9142.976,8968.249
PNG,C598,HND,C340,0,14102.38,14102.38
TUR,C792,HND,C340,0,11061.62,11409.5
CPV,C132,HND,C340,0,6843.004,6843.004
SWE,C752,HND,C340,0,9515.035,9515.035
ARM,C051,HND,C340,0,12203.89,12203.89
CHL,C152,HND,C340,0,5580.309,5580.309
HKG,C344,HND,C340,0,15363.83,15363.83
ESH,C732,HND,C340,0,7748.711,7748.711
TKM,C795,HND,C340,0,13220.99,13220.99
ZMB,C894,HND,C340,0,13117.92,13117.92
JOR,C400,HND,C340,0,12104.06,12104.06
NFK,C574,HND,C340,0,12193.67,12193.67
DEU,C276,HND,C340,0,9083.054,9480.055
SYR,C760,HND,C340,0,12045.04,12045.04
MLT,C470,HND,C340,0,10128.79,10128.79
BOL,C068,HND,C340,0,3997.513,4408.185
PAN,C591,HND,C340,0,1018.402,1018.402
HND,C340,HND,C340,0,125.9254,125.9254
GMB,C270,HND,C340,0,7598.313,7598.313
AGO,C024,HND,C340,0,11377.58,11377.58
PRY,C600,HND,C340,0,5426.771,5426.771
ARG,C032,HND,C340,0,6217.953,6217.953
GIB,C292,HND,C340,0,8378.647,8378.647
GRD,C308,HND,C340,0,2772.294,2772.294
PAL,,HND,C340,0,12005.82,12005.82
SVN,C705,HND,C340,0,9772.099,9772.099
COG,C178,HND,C340,0,11475.75,11475.75
WSM,C882,HND,C340,0,11549.64,11549.64
YUG,,HND,C340,0,10258.98,10258.98
AZE,C031,HND,C340,0,12529.59,12529.59
ITA,C380,HND,C340,0,9759.432,9759.432
VUT,C548,HND,C340,0,11993.11,11993.11
MUS,C480,HND,C340,0,16229.59,16229.59
IND,C356,HND,C340,0,14995.18,14995.18
KEN,C404,HND,C340,0,13720.22,13720.22
MSR,C500,HND,C340,0,2698.417,2698.417
TMP,,HND,C340,0,16404.15,16404.15
GTM,C320,HND,C340,1,359.2673,359.2673
CRI,C188,HND,C340,0,571.8347,571.8347
SUR,C740,HND,C340,0,3620.42,3620.42
KWT,C414,HND,C340,0,13217.88,13217.88
NOR,C578,HND,C340,0,9101.687,9101.687
FRO,C234,HND,C340,0,8138.92,8138.92
UGA,C800,HND,C340,0,13215.82,13215.82
ABW,C533,HND,C340,0,1863.05,1863.05
CMR,C120,HND,C340,0,10853.94,10853.94
NCL,C540,HND,C340,0,12258.96,12258.96
HUN,C348,HND,C340,0,10044.54,10044.54
GHA,C288,HND,C340,0,9542.43,9542.43
NLD,C528,HND,C340,0,8923.632,8923.632
ALB,C008,HND,C340,0,10354.04,10354.04
DJI,C262,HND,C340,0,13858.71,13858.71
LBN,C422,HND,C340,0,11959.22,11959.22
MRT,C478,HND,C340,0,7587.561,7587.561
NZL,C554,HRV,C191,0,18364.35,18364.35
TCD,C148,HRV,C191,0,3744.518,3744.518
GLP,C312,HRV,C191,0,7802.128,7802.128
LCA,C662,HRV,C191,0,7896.818,7896.818
USA,C840,HRV,C191,0,6909.169,7240.354
MAC,C446,HRV,C191,0,8821.03,8821.03
THA,C764,HRV,C191,0,8506.062,8506.062
BHS,C044,HRV,C191,0,8289.547,8289.547
GRC,C300,HRV,C191,0,1079.422,1079.422
COK,C184,HRV,C191,0,17268.43,17268.43
ANT,C530,HRV,C191,0,8662.012,8662.012
LBR,C430,HRV,C191,0,5090.702,5090.702
KGZ,C417,HRV,C191,0,4571.676,4571.676
MEX,C484,HRV,C191,0,10278.05,10278.05
ZAF,C710,HRV,C191,0,8877.823,8057.187
ETH,C231,HRV,C191,0,4636.298,4636.298
CUB,C192,HRV,C191,0,8811.006,8811.006
CHE,C756,HRV,C191,0,667.2937,667.2937
CYP,C196,HRV,C191,0,1882.583,1882.583
SAU,C682,HRV,C191,0,3618.651,3618.651
CHN,C156,HRV,C191,0,7648.763,7648.763
WLF,C876,HRV,C191,0,16239.6,16239.6
GEO,C268,HRV,C191,0,2349.836,2349.836
AND,C020,HRV,C191,0,1210.269,1210.269
GUF,C254,HRV,C191,0,7950.044,7950.044
BEN,C204,HRV,C191,0,4572.753,4554.753
PRT,C620,HRV,C191,0,2200.561,2200.561
SVN,C705,HRV,C191,1,117.3451,117.3451
BGD,C050,HRV,C191,0,6969.982,6969.982
FLK,C238,HRV,C191,0,12937.8,12937.8
EST,C233,HRV,C191,0,1624.37,1624.37
REU,C638,HRV,C191,0,8423.321,8423.321
RWA,C646,HRV,C191,0,5491.326,5491.326
NIC,C558,HRV,C191,0,9982.188,9982.188
LKA,C144,HRV,C191,0,7456.482,7456.482
CZE,C203,HRV,C191,0,492.0173,492.0173
HRV,C191,HRV,C191,0,89.43428,89.43428
CYM,C136,HRV,C191,0,9038.867,9038.867
TUV,C798,HRV,C191,0,15583.04,15583.04
OMN,C512,HRV,C191,0,4541.91,4541.91
COM,C174,HRV,C191,0,6956.245,6956.245
DOM,C214,HRV,C191,0,8230.582,8230.582
MHL,C584,HRV,C191,0,13646.15,13646.15
BDI,C108,HRV,C191,0,5629.065,5629.065
GIN,C324,HRV,C191,0,5039.763,5039.763
SGP,C702,HRV,C191,0,9750.297,9750.297
UKR,C804,HRV,C191,0,1193.37,1193.37
ZWE,C716,HRV,C191,0,7244.074,7244.074
ISL,C352,HRV,C191,0,3089.354,3089.354
CAF,C140,HRV,C191,0,4616.803,4616.803
LBY,C434,HRV,C191,0,1474.63,1474.63
RUS,C643,HRV,C191,0,1875.36,1875.36
NPL,C524,HRV,C191,0,6296.071,6296.071
SLE,C694,HRV,C191,0,5004.388,5004.388
BFA,C854,HRV,C191,0,4080.084,4080.084
MMR,C104,HRV,C191,0,7935.586,7935.586
NER,C562,HRV,C191,0,3821.261,3821.261
AUS,C036,HRV,C191,0,16041.65,15967.86
HTI,C332,HRV,C191,0,8420.866,8420.866
BTN,C064,HRV,C191,0,6648.097,6648.097
KAZ,C398,HRV,C191,0,4727.849,4038.817
PRK,C408,HRV,C191,0,8290.122,8290.122
AFG,C004,HRV,C191,0,4608.2,4608.2
BLZ,C084,HRV,C191,0,9746.067,9746.067
VEN,C862,HRV,C191,0,8626.1,8626.1
JPN,C392,HRV,C191,0,9358.526,9358.526
GAB,C266,HRV,C191,0,5095.454,5095.454
MNG,C496,HRV,C191,0,6495.358,6495.358
IRL,C372,HRV,C191,0,1799.206,1799.206
MYS,C458,HRV,C191,0,9435.967,9435.967
ECU,C218,HRV,C191,0,10381.98,10381.98
SLB,C090,HRV,C191,0,14734.55,14734.55
TCA,C796,HRV,C191,0,8106.069,8106.069
ROM,,HRV,C191,0,811.4361,811.4361
KIR,C296,HRV,C191,0,14323.18,14323.18
SLV,C222,HRV,C191,0,10064.54,10064.54
BRA,C076,HRV,C191,0,9966.041,9375.362
NIU,C570,HRV,C191,0,17004.13,17004.13
BGR,C100,HRV,C191,0,680.4865,680.4865
KNA,C659,HRV,C191,0,7780.078,7780.078
DMA,C212,HRV,C191,0,7828.787,7828.787
CXR,C162,HRV,C191,0,10826.61,10826.61
TZA,C834,HRV,C191,0,6302.652,6108.76
BRN,C096,HRV,C191,0,10316.79,10316.79
BLR,C112,HRV,C191,0,1217.08,1217.08
SDN,C729,HRV,C191,0,3704.553,3704.553
ISR,C376,HRV,C191,0,2220.875,2220.875
UZB,C860,HRV,C191,0,4246.186,4246.186
STP,C678,HRV,C191,0,5155.663,5155.663
QAT,C634,HRV,C191,0,3900.167,3900.167
MOZ,C508,HRV,C191,0,8162.543,8162.543
CCK,C166,HRV,C191,0,10317.57,10317.57
URY,C858,HRV,C191,0,11529.4,11529.4
LTU,C440,HRV,C191,0,1189.612,1189.612
TON,C776,HRV,C191,0,17106.73,17106.73
ATG,C028,HRV,C191,0,7723.157,7723.157
IRN,C364,HRV,C191,0,3165.452,3165.452
GRL,C304,HRV,C191,0,4506.063,4506.063
ESP,C724,HRV,C191,0,1702.46,1702.46
KOR,C410,HRV,C191,0,8485.063,8485.063
LVA,C428,HRV,C191,0,1361.346,1361.346
SOM,C706,HRV,C191,0,5649.848,5649.848
MWI,C454,HRV,C191,0,6889.832,6889.832
VGB,C092,HRV,C191,0,7837.923,7837.923
GUY,C328,HRV,C191,0,8248.672,8248.672
BHR,C048,HRV,C191,0,3761.631,3761.631
NGA,C566,HRV,C191,0,4542.264,4161.548
PRI,C630,HRV,C191,0,7955.188,7955.188
BWA,C072,HRV,C191,0,7916.447,7916.447
ZAR,,HRV,C191,0,5576.48,5576.48
ERI,C232,HRV,C191,0,4008.503,4008.503
YEM,C887,HRV,C191,0,4287.522,4287.522
POL,C616,HRV,C191,0,805.9365,805.9365
TGO,C768,HRV,C191,0,4630.896,4630.896
IRQ,C368,HRV,C191,0,2787.156,2787.156
ARE,C784,HRV,C191,0,4168.243,4168.243
ARM,C051,HRV,C191,0,2391.389,2391.389
DNK,C208,HRV,C191,0,1123.37,1123.37
ARG,C032,HRV,C191,0,11656.09,11656.09
VCT,C670,HRV,C191,0,7979.549,7979.549
HND,C340,HRV,C191,0,9889.157,9889.157
SWZ,C748,HRV,C191,0,8173.676,8173.676
PYF,C258,HRV,C191,0,16614.76,16614.76
LAO,C418,HRV,C191,0,8340.332,8340.332
PRY,C600,HRV,C191,0,10836.27,10836.27
MDG,C450,HRV,C191,0,7869.163,7869.163
TUN,C788,HRV,C191,0,1106.958,1106.958
VUT,C548,HRV,C191,0,16001.16,16001.16
SVK,C703,HRV,C191,0,278.7123,278.7123
PHL,C608,HRV,C191,0,9976.668,9976.668
CAN,C124,HRV,C191,0,7055.769,6705.039
SUR,C740,HRV,C191,0,8095.465,8095.465
SMR,C674,HRV,C191,0,342.8565,342.8565
CIV,C384,HRV,C191,0,4902.112,4795.58
IND,C356,HRV,C191,0,5606.959,5606.959
GHA,C288,HRV,C191,0,4745.8,4745.8
PAK,C586,HRV,C191,0,4963.924,4963.924
SHN,C654,HRV,C191,0,7207.361,7207.361
AUT,C040,HRV,C191,0,270.6798,270.6798
CPV,C132,HRV,C191,0,5030.91,5030.91
FRA,C250,HRV,C191,0,1081.762,1081.762
VNM,C704,HRV,C191,0,8351.207,8351.207
LSO,C426,HRV,C191,0,8441.045,8441.045
MDA,C498,HRV,C191,0,995.402,995.402
WSM,C882,HRV,C191,0,15809.23,15809.23
NRU,C520,HRV,C191,0,14249.89,14249.89
MAR,C504,HRV,C191,0,2333.773,2333.773
SYR,C760,HRV,C191,0,2205.983,2205.983
ITA,C380,HRV,C191,0,517.0557,517.0557
SYC,C690,HRV,C191,0,6836.757,6836.757
PCN,C612,HRV,C191,0,16233.12,16233.12
NAM,C516,HRV,C191,0,7610.018,7610.018
PLW,C585,HRV,C191,0,11553.34,11553.34
SWE,C752,HRV,C191,0,1512.846,1512.846
PNG,C598,HRV,C191,0,13890.73,13890.73
MSR,C500,HRV,C191,0,7785.947,7785.947
GNB,C624,HRV,C191,0,4813.215,4813.215
TKM,C795,HRV,C191,0,3577.314,3577.314
TWN,C158,HRV,C191,0,9156.762,9156.762
TKL,C772,HRV,C191,0,15867.81,15867.81
MTQ,C474,HRV,C191,0,7859.479,7859.479
MLT,C470,HRV,C191,0,1108.396,1108.396
MUS,C480,HRV,C191,0,8453.452,8453.452
GTM,C320,HRV,C191,0,10082.48,10082.48
MKD,C807,HRV,C191,0,610.8091,610.8091
KWT,C414,HRV,C191,0,3333.628,3333.628
LUX,C442,HRV,C191,0,847.312,847.312
GMB,C270,HRV,C191,0,4723.128,4723.128
ESH,C732,HRV,C191,0,3300.508,3300.508
NFK,C574,HRV,C191,0,16962.4,16962.4
LBN,C422,HRV,C191,0,2123.404,2123.404
TMP,,HRV,C191,0,12217.26,12217.26
MRT,C478,HRV,C191,0,4254.871,4254.871
CMR,C120,HRV,C191,0,4688.97,4688.97
JAM,C388,HRV,C191,0,8803.538,8803.538
GNQ,C226,HRV,C191,0,4731.647,4731.647
MNP,C580,HRV,C191,0,11579.14,11579.14
FIN,C246,HRV,C191,0,1702.673,1702.673
PER,C604,HRV,C191,0,11210.98,11210.98
PAL,,HRV,C191,0,2247.663,2247.663
KHM,C116,HRV,C191,0,9015.03,9015.03
