iso_o,iso_o_num,iso_d,iso_d_num,contig,dist,distcap
ESP,C724,BRA,C076,0,8389.78,7743.538
DJI,C262,BRA,C076,0,10507.34,10477.24
JAM,C388,BRA,C076,0,5663.679,4913.289
FLK,C238,BRA,C076,0,3278.993,4094.185
JPN,C392,BRA,C076,0,18549.61,17693.2
LBY,C434,BRA,C076,0,8910.072,8438.022
BOL,C068,BRA,C076,1,2380.92,1876.689
MNG,C496,BRA,C076,0,16451.32,15777.75
LKA,C144,BRA,C076,0,14036.67,14264.9
URY,C858,BRA,C076,1,1567.878,2283.672
AUT,C040,BRA,C076,0,10146.47,9534.888
KAZ,C398,BRA,C076,0,14469.91,13413.98
PAK,C586,BRA,C076,0,14121.48,13836.4
SYR,C760,BRA,C076,0,10825.58,10459.68
PAN,C591,BRA,C076,0,5084.887,4438.22
TTO,C780,BRA,C076,0,4133.307,3300.022
SVN,C705,BRA,C076,0,9891.706,9292.304
CYM,C136,BRA,C076,0,6079.042,5354.512
CHE,C756,BRA,C076,0,9534.491,8896.274
VGB,C092,BRA,C076,0,5064.433,4226.851
LBR,C430,BRA,C076,0,5121.55,4776.021
SAU,C682,BRA,C076,0,11404.51,11201.76
NAM,C516,BRA,C076,0,6470.25,6825.919
FJI,C242,BRA,C076,0,13292.46,13706.86
MTQ,C474,BRA,C076,0,4525.99,3678.557
GAB,C266,BRA,C076,0,6608.553,6547.037
MDG,C450,BRA,C076,0,9591.817,10003.64
CHL,C152,BRA,C076,0,2590.783,3017.946
COM,C174,BRA,C076,0,9491.185,9789.61
JOR,C400,BRA,C076,0,10723.49,10376.37
ALB,C008,BRA,C076,0,9943.985,9414.849
SEN,C686,BRA,C076,0,5303.289,4762.113
HRV,C191,BRA,C076,0,9966.041,9375.362
UKR,C804,BRA,C076,0,11155.24,10568.55
KOR,C410,BRA,C076,0,18364.51,17565.08
VUT,C548,BRA,C076,0,14074.32,14584.6
GIB,C292,BRA,C076,0,7932.598,7308.174
PCN,C612,BRA,C076,0,8314.337,8511.291
THA,C764,BRA,C076,0,16409.97,16629.35
CAF,C140,BRA,C076,0,7721.303,7658.886
TUR,C792,BRA,C076,0,10590.76,10374.6
PAL,,BRA,C076,0,10575.41,10227.53
ABW,C533,BRA,C076,0,4759.608,3988.915
WLF,C876,BRA,C076,0,13184.5,13487.29
MYS,C458,BRA,C076,0,15940.63,16420.49
BRN,C096,BRA,C076,0,17173.37,17806.82
BEL,C056,BRA,C076,0,9665.722,8984.677
GHA,C288,BRA,C076,0,5985.302,5762.07
SHN,C654,BRA,C076,0,4356.125,4511.365
CAN,C124,BRA,C076,0,8191.353,7366.274
PHL,C608,BRA,C076,0,18396.48,18832.29
STP,C678,BRA,C076,0,6334.176,6256.27
MDA,C498,BRA,C076,0,10880.65,10325.63
SDN,C729,BRA,C076,0,9640.195,9499.727
POL,C616,BRA,C076,0,10668.76,10036.25
AZE,C031,BRA,C076,0,12214.38,11797.16
CYP,C196,BRA,C076,0,10651.9,10252.95
ZAF,C710,BRA,C076,0,6355.119,7900.19
NGA,C566,BRA,C076,0,6382.416,6674.87
IRQ,C368,BRA,C076,0,11520.45,11186.05
MRT,C478,BRA,C076,0,5711.193,5149.916
IRN,C364,BRA,C076,0,12210.63,11863.16
AGO,C024,BRA,C076,0,6559.966,6674.706
HND,C340,BRA,C076,0,6086.675,5455.174
ROM,,BRA,C076,0,10560.74,10024.41
CPV,C132,BRA,C076,0,4964.447,4344.567
BRB,C052,BRA,C076,0,4315.083,3463.008
PER,C604,BRA,C076,1,3455.375,3171.635
BTN,C064,BRA,C076,0,15652.48,15487.57
ECU,C218,BRA,C076,0,4309.081,3779.018
LVA,C428,BRA,C076,0,11103.81,10437.17
TWN,C158,BRA,C076,0,18821.26,18523.81
ARM,C051,BRA,C076,0,11769.69,11342.55
ESH,C732,BRA,C076,0,6690.136,6075.306
BEN,C204,BRA,C076,0,6291.807,6111.194
CIV,C384,BRA,C076,0,5630.741,5328.784
GUY,C328,BRA,C076,1,3597.721,2752.313
MKD,C807,BRA,C076,0,10099.6,9570.675
CXR,C162,BRA,C076,0,15203.27,15917.27
ISL,C352,BRA,C076,0,9991.34,9169.045
MDV,C462,BRA,C076,0,13264.65,13500.26
AUS,C036,BRA,C076,0,13371.76,14070.8
BFA,C854,BRA,C076,0,6314.805,5976.188
TKL,C772,BRA,C076,0,13077.56,13283.89
MMR,C104,BRA,C076,0,16086.29,16199.53
EST,C233,BRA,C076,0,11266.82,10580.03
LTU,C440,BRA,C076,0,11051.35,10408.43
WSM,C882,BRA,C076,0,14142.49,14567.7
NPL,C524,BRA,C076,0,15218.57,15051.1
CCK,C166,BRA,C076,0,14386.18,15036.29
SYC,C690,BRA,C076,0,11036.87,11300.58
KNA,C659,BRA,C076,0,4867.5,4022.594
BMU,C060,BRA,C076,0,6507.205,5645.962
UZB,C860,BRA,C076,0,13836.31,13423.63
NFK,C574,BRA,C076,0,13107.7,13727.59
BHS,C044,BRA,C076,0,6343.316,5556.084
GTM,C320,BRA,C076,0,6390.672,5779.934
NCL,C540,BRA,C076,0,13804.81,14380.56
SWE,C752,BRB,C052,0,8068.689,8068.689
FRO,C234,BRB,C052,0,6852.3,6852.3
TWN,C158,BRB,C052,0,15782.25,15782.25
TUN,C788,BRB,C052,0,7360.459,7360.459
VNM,C704,BRB,C052,0,15918.28,15918.28
GEO,C268,BRB,C052,0,10210.74,10210.74
GRD,C308,BRB,C052,0,257.0809,257.0809
NAM,C516,BRB,C052,0,9251.939,9251.939
IDN,C360,BRB,C052,0,18349.78,18349.78
MWI,C454,BRB,C052,0,10728.21,10728.21
SUR,C740,BRB,C052,0,937.731,937.731
COL,C170,BRB,C052,0,1941.29,1941.29
KEN,C404,BRB,C052,0,10748.45,10748.45
ARE,C784,BRB,C052,0,11741.67,11741.67
SVK,C703,BRB,C052,0,7957.265,7957.265
FJI,C242,BRB,C052,0,13811.77,13811.77
KAZ,C398,BRB,C052,0,12364.42,11462.73
OMN,C512,BRB,C052,0,12172.28,12172.28
LSO,C426,BRB,C052,0,10450.97,10450.97
USA,C840,BRB,C052,0,3381.507,3340.145
CHE,C756,BRB,C052,0,7218.53,7218.53
IRL,C372,BRB,C052,0,6463.397,6463.397
GRC,C300,BRB,C052,0,8547.321,8547.321
GIB,C292,BRB,C052,0,5968.555,5968.555
KHM,C116,BRB,C052,0,16799.04,16799.04
MYS,C458,BRB,C052,0,17290.49,17290.49
BRA,C076,BRB,C052,0,4315.083,3463.008
PYF,C258,BRB,C052,0,10447.51,10447.51
ZAR,,BRB,C052,0,8499.308,8499.308
LAO,C418,BRB,C052,0,16063.03,16063.03
GRL,C304,BRB,C052,0,5718.32,5718.32
SGP,C702,BRB,C052,0,17605.99,17605.99
NER,C562,BRB,C052,0,6663.447,6663.447
DOM,C214,BRB,C052,0,1243.126,1243.126
ZWE,C716,BRB,C052,0,10528.91,10528.91
RWA,C646,BRB,C052,0,10031.38,10031.38
TZA,C834,BRB,C052,0,11151.11,10750.36
PNG,C598,BRB,C052,0,17090.31,17090.31
ISR,C376,BRB,C052,0,9651.229,9651.229
AFG,C004,BRB,C052,0,12465.55,12465.55
AIA,C660,BRB,C052,0,678.8924,678.8924
REU,C638,BRB,C052,0,13112.25,13112.25
BIH,C070,BRB,C052,0,8057.458,8057.458
CAF,C140,BRB,C052,0,8632.729,8632.729
MSR,C500,BRB,C052,0,488.5828,488.5828
MLI,C466,BRB,C052,0,5592.066,5592.066
NZL,C554,BRB,C052,0,13839.26,13839.26
PRT,C620,BRB,C052,0,5709.538,5709.538
TJK,C762,BRB,C052,0,12173.52,12173.52
ERI,C232,BRB,C052,0,10520.62,10520.62
UGA,C800,BRB,C052,0,10246.99,10246.99
PRY,C600,BRB,C052,0,4273.564,4273.564
FLK,C238,BRB,C052,0,7214.21,7214.21
BLZ,C084,BRB,C052,0,3165.207,3165.207
AZE,C031,BRB,C052,0,10661.57,10661.57
MNG,C496,BRB,C052,0,13113.47,13113.47
MUS,C480,BRB,C052,0,13318.15,13318.15
DZA,C012,BRB,C052,0,6718.934,6718.934
BGR,C100,BRB,C052,0,8458.736,8458.736
ATG,C028,BRB,C052,0,508.1496,508.1496
CHL,C152,BRB,C052,0,5317.438,5317.438
SWZ,C748,BRB,C052,0,10732.44,10732.44
SLE,C694,BRB,C052,0,5084.66,5084.66
KIR,C296,BRB,C052,0,13991.34,13991.34
COM,C174,BRB,C052,0,11684.38,11684.38
VEN,C862,BRB,C052,0,844.7064,844.7064
EGY,C818,BRB,C052,0,9373.387,9373.387
GUF,C254,BRB,C052,0,1210.772,1210.772
ALB,C008,BRB,C052,0,8181.91,8181.91
PRI,C630,BRB,C052,0,916.2242,916.2242
BHR,C048,BRB,C052,0,11316.65,11316.65
GNB,C624,BRB,C052,0,4773.833,4773.833
RUS,C643,BRB,C052,0,9265.654,9265.654
MOZ,C508,BRB,C052,0,10866.64,10866.64
PER,C604,BRB,C052,0,3401.487,3401.487
AGO,C024,BRB,C052,0,8414.008,8414.008
FIN,C246,BRB,C052,0,8457.875,8457.875
DEU,C276,BRB,C052,0,7264.996,7717.745
HUN,C348,BRB,C052,0,8097.864,8097.864
IND,C356,BRB,C052,0,13467.32,13467.32
SPM,C666,BRB,C052,0,3749.891,3749.891
WLF,C876,BRB,C052,0,13182.75,13182.75
NGA,C566,BRB,C052,0,6943.001,7286.962
GIN,C324,BRB,C052,0,4802.107,4802.107
NLD,C528,BRB,C052,0,7144.036,7144.036
GLP,C312,BRB,C052,0,395.1734,395.1734
SOM,C706,BRB,C052,0,11584.41,11584.41
ROM,,BRB,C052,0,8665.211,8665.211
WSM,C882,BRB,C052,0,14483.98,14483.98
ZAF,C710,BRB,C052,0,9759.612,10433.48
GNQ,C226,BRB,C052,0,7583.942,7583.942
TTO,C780,BRB,C052,0,343.7899,343.7899
MNP,C580,BRB,C052,0,15823.64,15823.64
MEX,C484,BRB,C052,0,4274.465,4274.465
GBR,C826,BRB,C052,0,6783.758,6783.758
LBY,C434,BRB,C052,0,7629.192,7629.192
TGO,C768,BRB,C052,0,6719.841,6719.841
COK,C184,BRB,C052,0,11575.54,11575.54
PRK,C408,BRB,C052,0,14208.06,14208.06
CUB,C192,BRB,C052,0,2652.006,2652.006
TMP,,BRB,C052,0,19274.44,19274.44
GMB,C270,BRB,C052,0,4648.303,4648.303
GAB,C266,BRB,C052,0,7736.561,7736.561
YEM,C887,BRB,C052,0,11071.32,11071.32
EST,C233,BRB,C052,0,8446.615,8446.615
BDI,C108,BRB,C052,0,9986.382,9986.382
BGD,C050,BRB,C052,0,14795.13,14795.13
CHN,C156,BRB,C052,0,14118.99,14118.99
ITA,C380,BRB,C052,0,7572.592,7572.592
CYM,C136,BRB,C052,0,2424.176,2424.176
MHL,C584,BRB,C052,0,13981.08,13981.08
ANT,C530,BRB,C052,0,1018,1018
POL,C616,BRB,C052,0,8230.891,8230.891
ZMB,C894,BRB,C052,0,10181.29,10181.29
BLR,C112,BRB,C052,0,8655.216,8655.216
ARM,C051,BRB,C052,0,10241.7,10241.7
CZE,C203,BRB,C052,0,7766.896,7766.896
AUT,C040,BRB,C052,0,7898.038,7898.038
ETH,C231,BRB,C052,0,10692.16,10692.16
TKM,C795,BRB,C052,0,11439.16,11439.16
LCA,C662,BRB,C052,0,179.6494,179.6494
KWT,C414,BRB,C052,0,10950.94,10950.94
TCA,C796,BRB,C052,0,1536.63,1536.63
JOR,C400,BRB,C052,0,9761.706,9761.706
HKG,C344,BRB,C052,0,16039.24,16039.24
NRU,C520,BRB,C052,0,14717.11,14717.11
VCT,C670,BRB,C052,0,175.5685,175.5685
PLW,C585,BRB,C052,0,17276.64,17276.64
COG,C178,BRB,C052,0,8490.277,8490.277
DMA,C212,BRB,C052,0,310.3005,310.3005
CAN,C124,BRB,C052,0,3889.655,3905.107
ECU,C218,BRB,C052,0,2557.912,2557.912
QAT,C634,BRB,C052,0,11439.03,11439.03
AND,C020,BRB,C052,0,6678.091,6678.091
TUV,C798,BRB,C052,0,13596.16,13596.16
PAN,C591,BRB,C052,0,2219.808,2219.808
BRN,C096,BRB,C052,0,17939.34,17939.34
HRV,C191,BRB,C052,0,7861.881,7861.881
STP,C678,BRB,C052,0,7449.935,7449.935
MKD,C807,BRB,C052,0,8314.218,8314.218
GUY,C328,BRB,C052,0,722.5775,722.5775
KOR,C410,BRB,C052,0,14359.76,14359.76
PCN,C612,BRB,C052,0,8739.663,8739.663
THA,C764,BRB,C052,0,16328.92,16328.92
TON,C776,BRB,C052,0,13169.75,13169.75
NIC,C558,BRB,C052,0,2899.133,2899.133
SDN,C729,BRB,C052,0,9853.923,9853.923
MDV,C462,BRB,C052,0,14504.53,14504.53
BFA,C854,BRB,C052,0,6277.718,6277.718
SEN,C686,BRB,C052,0,4553.155,4553.155
BOL,C068,BRB,C052,0,3426.065,3634.817
VGB,C092,BRB,C052,0,800.6806,800.6806
SAU,C682,BRB,C052,0,11010.37,11010.37
NIU,C570,BRB,C052,0,12594.74,12594.74
KGZ,C417,BRB,C052,0,12251.43,12251.43
ARG,C032,BRB,C052,0,5317.702,5317.702
SYR,C760,BRB,C052,0,9754.499,9754.499
CPV,C132,BRB,C052,0,3901.328,3901.328
LVA,C428,BRB,C052,0,8418.018,8418.018
NOR,C578,BRB,C052,0,7667.395,7667.395
JAM,C388,BRB,C052,0,1919.465,1919.465
SVN,C705,BRB,C052,0,7749.19,7749.19
BRB,C052,BRB,C052,0,7.808587,7.808587
IRQ,C368,BRB,C052,0,10482.89,10482.89
SMR,C674,BRB,C052,0,7581.131,7581.131
BTN,C064,BRB,C052,0,14432.16,14432.16
URY,C858,BRB,C052,0,5356.622,5356.622
DNK,C208,BRB,C052,0,7702.025,7702.025
MTQ,C474,BRB,C052,0,230.1958,230.1958
BWA,C072,BRB,C052,0,10182.78,10182.78
MRT,C478,BRB,C052,0,4701.823,4701.823
CIV,C384,BRB,C052,0,6157.8,5986.789
TUR,C792,BRB,C052,0,8945.836,9292.653
HTI,C332,BRB,C052,0,1489.931,1489.931
FRA,C250,BRB,C052,0,6882.34,6882.34
YUG,,BRB,C052,0,8218.109,8218.109
BEL,C056,BRB,C052,0,7070.991,7070.991
JPN,C392,BRB,C052,0,14235.72,14235.72
GTM,C320,BRB,C052,0,3340.769,3340.769
LBR,C430,BRB,C052,0,5403.297,5403.297
LKA,C144,BRB,C052,0,15031.19,15031.19
PHL,C608,BRB,C052,0,16948.34,16948.34
SYC,C690,BRB,C052,0,12850.48,12850.48
BHS,C044,BRB,C052,0,2287.101,2287.101
MDG,C450,BRB,C052,0,12260.08,12260.08
MAR,C504,BRB,C052,0,5791.092,5791.092
TCD,C148,BRB,C052,0,8069.873,8069.873
HND,C340,BRB,C052,0,2987.963,2987.963
DJI,C262,BRB,C052,0,11075.64,11075.64
SLB,C090,BRB,C052,0,15700.58,15700.58
FSM,C583,BRB,C052,0,15291.66,15291.66
SHN,C654,BRB,C052,0,6755.108,6755.108
UKR,C804,BRB,C052,0,8905.438,8905.438
LUX,C442,BRB,C052,0,7170.368,7170.368
KNA,C659,BRB,C052,0,572.3567,572.3567
BMU,C060,BRB,C052,0,2201.293,2201.293
LTU,C440,BRB,C052,0,8506.38,8506.38
PAK,C586,BRB,C052,0,12813.37,12813.37
TKL,C772,BRB,C052,0,12653.56,12653.56
LBN,C422,BRB,C052,0,9671.262,9671.262
MDA,C498,BRB,C052,0,8838.593,8838.593
PAL,,BRB,C052,0,9635.379,9635.379
ABW,C533,BRB,C052,0,1139.24,1139.24
CCK,C166,BRB,C052,0,17477.93,17477.93
BEN,C204,BRB,C052,0,6841.161,6867.826
MAC,C446,BRB,C052,0,16027.41,16027.41
GHA,C288,BRB,C052,0,6560.418,6560.418
NCL,C540,BRB,C052,0,15062.92,15062.92
ESP,C724,BRB,C052,0,6205.881,6205.881
CRI,C188,BRB,C052,0,2687.524,2687.524
UZB,C860,BRB,C052,0,12024.02,12024.02
AUS,C036,BRB,C052,0,16159.07,16236.54
IRN,C364,BRB,C052,0,10990.39,10990.39
ESH,C732,BRB,C052,0,5066.031,5066.031
SLV,C222,BRB,C052,0,3198.233,3198.233
CMR,C120,BRB,C052,0,7875.98,7875.98
MMR,C104,BRB,C052,0,15773.23,15773.23
ISL,C352,BRB,C052,0,6377.693,6377.693
MLT,C470,BRB,C052,0,7747.709,7747.709
VUT,C548,BRB,C052,0,14879.91,14879.91
NPL,C524,BRB,C052,0,14124.22,14124.22
NFK,C574,BRB,C052,0,14823.51,14823.51
CXR,C162,BRB,C052,0,18408.4,18408.4
CYP,C196,BRB,C052,0,9446.887,9446.887
TUN,C788,BRN,C096,0,10986.58,10986.58
PHL,C608,BRN,C096,0,1262.339,1262.339
ZAR,,BRN,C096,0,11127.48,11127.48
MWI,C454,BRN,C096,0,9198.487,9198.487
COL,C170,BRN,C096,0,18491.83,18491.83
HTI,C332,BRN,C096,0,17300.25,17300.25
NZL,C554,BRN,C096,0,8083.58,8083.58
DOM,C214,BRN,C096,0,17374.19,17374.19
MNG,C496,BRN,C096,0,4844.179,4844.179
GBR,C826,BRN,C096,0,11275.72,11275.72
RWA,C646,BRN,C096,0,9470.304,9470.304
OMN,C512,BRN,C096,0,6375.472,6375.472
USA,C840,BRN,C096,0,14867.64,15005.51
TCA,C796,BRN,C096,0,17021.13,17021.13
ARG,C032,BRN,C096,0,16656.76,16656.76
KAZ,C398,BRN,C096,0,5665.495,6528.549
SVK,C703,BRN,C096,0,10183.43,10183.43
ZWE,C716,BRN,C096,0,9543.495,9543.495
TUV,C798,BRN,C096,0,7283.54,7283.54
GUF,C254,BRN,C096,0,18245.29,18245.29
MNP,C580,BRN,C096,0,3555.768,3555.768
FLK,C238,BRN,C096,0,14786.47,14786.47
ZMB,C894,BRN,C096,0,9810.656,9810.656
MDA,C498,BRN,C096,0,9322.287,9322.287
FRO,C234,BRN,C096,0,11105.88,11105.88
HKG,C344,BRN,C096,0,1931.189,1931.189
TZA,C834,BRN,C096,0,8506.63,8889.285
CHE,C756,BRN,C096,0,10925.83,10925.83
ESP,C724,BRN,C096,0,12015.61,12015.61
URY,C858,BRN,C096,0,16574.19,16574.19
THA,C764,BRN,C096,0,1864.909,1864.909
PRT,C620,BRN,C096,0,12515.81,12515.81
MEX,C484,BRN,C096,0,15417.07,15417.07
AFG,C004,BRN,C096,0,5741.141,5741.141
VNM,C704,BRN,C096,0,2042.273,2042.273
ANT,C530,BRN,C096,0,18089.55,18089.55
DZA,C012,BRN,C096,0,11606.76,11606.76
ISR,C376,BRN,C096,0,8802.064,8802.064
ATG,C028,BRN,C096,0,17552.78,17552.78
KIR,C296,BRN,C096,0,6475.983,6475.983
SGP,C702,BRN,C096,0,1300.326,1300.326
IRL,C372,BRN,C096,0,11558.33,11558.33
GIB,C292,BRN,C096,0,12334.38,12334.38
BLZ,C084,BRN,C096,0,16441.66,16441.66
IND,C356,BRN,C096,0,4773.091,4773.091
ERI,C232,BRN,C096,0,8380.352,8380.352
KEN,C404,BRN,C096,0,8714.021,8714.021
MLI,C466,BRN,C096,0,13428.65,13428.65
KHM,C116,BRN,C096,0,1331.028,1331.028
GRD,C308,BRN,C096,0,18106.84,18106.84
SYR,C760,BRN,C096,0,8661.411,8661.411
MSR,C500,BRN,C096,0,17606.22,17606.22
GUY,C328,BRN,C096,0,18524.67,18524.67
DMA,C212,BRN,C096,0,17746.23,17746.23
MKD,C807,BRN,C096,0,9938.213,9938.213
GAB,C266,BRN,C096,0,11737.21,11737.21
NER,C562,BRN,C096,0,12341.69,12341.69
EST,C233,BRN,C096,0,9556.641,9556.641
YUG,,BRN,C096,0,9981.169,9981.169
LCA,C662,BRN,C096,0,17877.83,17877.83
IDN,C360,BRN,C096,0,1533.213,1533.213
BHR,C048,BRN,C096,0,7216.537,7216.537
CHN,C156,BRN,C096,0,3896.4,3896.4
TJK,C762,BRN,C096,0,5967.554,5967.554
DJI,C262,BRN,C096,0,7927.339,7927.339
AGO,C024,BRN,C096,0,11386.53,11386.53
YEM,C887,BRN,C096,0,7806.164,7806.164
LVA,C428,BRN,C096,0,9609.395,9609.395
UGA,C800,BRN,C096,0,9169.153,9169.153
TWN,C158,BRN,C096,0,2349.818,2349.818
CAN,C124,BRN,C096,0,14437.83,14329.95
TCD,C148,BRN,C096,0,10981.71,10981.71
FIN,C246,BRN,C096,0,9539.076,9539.076
CUB,C192,BRN,C096,0,16384.67,16384.67
SMR,C674,BRN,C096,0,10625.44,10625.44
NAM,C516,BRN,C096,0,11034.69,11034.69
BDI,C108,BRN,C096,0,9567.697,9567.697
KOR,C410,BRN,C096,0,3825.485,3825.485
MUS,C480,BRN,C096,0,6872.848,6872.848
SOM,C706,BRN,C096,0,7737.782,7737.782
TON,C776,BRN,C096,0,8141.868,8141.868
BWA,C072,BRN,C096,0,10150.87,10150.87
GMB,C270,BRN,C096,0,14309.68,14309.68
SLV,C222,BRN,C096,0,16658.44,16658.44
COM,C174,BRN,C096,0,8147.469,8147.469
EGY,C818,BRN,C096,0,9137.648,9137.648
BEN,C204,BRN,C096,0,12423.57,12392.86
COK,C184,BRN,C096,0,9726.354,9726.354
SPM,C666,BRN,C096,0,14224.6,14224.6
TMP,,BRN,C096,0,1909.506,1909.506
MHL,C584,BRN,C096,0,6225.384,6225.384
GNB,C624,BRN,C096,0,14257.45,14257.45
TGO,C768,BRN,C096,0,12555.02,12555.02
AIA,C660,BRN,C096,0,17448.25,17448.25
NOR,C578,BRN,C096,0,10324.64,10324.64
CZE,C203,BRN,C096,0,10341.36,10341.36
GNQ,C226,BRN,C096,0,11768.18,11768.18
TTO,C780,BRN,C096,0,18258.01,18258.01
ARE,C784,BRN,C096,0,6813.557,6813.557
BFA,C854,BRN,C096,0,12766.55,12766.55
WLF,C876,BRN,C096,0,7870.219,7870.219
AZE,C031,BRN,C096,0,7562.175,7562.175
SUR,C740,BRN,C096,0,18411.83,18411.83
LAO,C418,BRN,C096,0,1977.488,1977.488
LBR,C430,BRN,C096,0,13875.39,13875.39
MRT,C478,BRN,C096,0,14068.75,14068.75
PAK,C586,BRN,C096,0,5373.488,5373.488
MYS,C458,BRN,C096,1,1486.397,1486.397
BMU,C060,BRN,C096,0,15889.74,15889.74
BLR,C112,BRN,C096,0,9407.524,9407.524
DEU,C276,BRN,C096,0,10811.99,10355.61
QAT,C634,BRN,C096,0,7113.771,7113.771
BGD,C050,BRN,C096,0,3364.27,3364.27
FRA,C250,BRN,C096,0,11219.33,11219.33
ALB,C008,BRN,C096,0,10082.97,10082.97
BIH,C070,BRN,C096,0,10158.08,10158.08
ARM,C051,BRN,C096,0,8007.059,8007.059
GIN,C324,BRN,C096,0,14332.9,14332.9
NGA,C566,BRN,C096,0,12318.75,11872.48
SHN,C654,BRN,C096,0,13446.52,13446.52
ROM,,BRN,C096,0,9541.602,9541.602
BRA,C076,BRN,C096,0,17173.37,17806.82
WSM,C882,BRN,C096,0,6607.7,6607.7
LSO,C426,BRN,C096,0,10042.2,10042.2
AUT,C040,BRN,C096,0,10241.08,10241.08
GEO,C268,BRN,C096,0,8008.632,8008.632
SDN,C729,BRN,C096,0,9060.345,9060.345
PAN,C591,BRN,C096,0,17805.8,17805.8
BTN,C064,BRN,C096,0,3668.785,3668.785
BOL,C068,BRN,C096,0,18701.84,18458.83
REU,C638,BRN,C096,0,7098.361,7098.361
GRC,C300,BRN,C096,0,9787.01,9787.01
BGR,C100,BRN,C096,0,9781.081,9781.081
PNG,C598,BRN,C096,0,3910.928,3910.928
NPL,C524,BRN,C096,0,4033.053,4033.053
MOZ,C508,BRN,C096,0,9499.382,9499.382
MAR,C504,BRN,C096,0,12552.03,12552.03
IRQ,C368,BRN,C096,0,7908.381,7908.381
HUN,C348,BRN,C096,0,10055.06,10055.06
JAM,C388,BRN,C096,0,17176.31,17176.31
JOR,C400,BRN,C096,0,8691.657,8691.657
NLD,C528,BRN,C096,0,10917.29,10917.29
BEL,C056,BRN,C096,0,11008.65,11008.65
MDV,C462,BRN,C096,0,4604.447,4604.447
LBY,C434,BRN,C096,0,10819.99,10819.99
COG,C178,BRN,C096,0,11134.3,11134.3
JPN,C392,BRN,C096,0,4260.378,4260.378
VCT,C670,BRN,C096,0,17972.38,17972.38
TKL,C772,BRN,C096,0,8248.976,8248.976
ECU,C218,BRN,C096,0,18448.21,18448.21
GRL,C304,BRN,C096,0,12261.98,12261.98
PER,C604,BRN,C096,0,18490.1,18490.1
ETH,C231,BRN,C096,0,8410.005,8410.005
MLT,C470,BRN,C096,0,10628.28,10628.28
BRN,C096,BRN,C096,0,28.55837,28.55837
NIU,C570,BRN,C096,0,8642.187,8642.187
TKM,C795,BRN,C096,0,6783.861,6783.861
CYM,C136,BRN,C096,0,16796.14,16796.14
PRI,C630,BRN,C096,0,17429.64,17429.64
LKA,C144,BRN,C096,0,3891.124,3891.124
CAF,C140,BRN,C096,0,10676.83,10676.83
UKR,C804,BRN,C096,0,9201.697,9201.697
HRV,C191,BRN,C096,0,10316.79,10316.79
VEN,C862,BRN,C096,0,18294.07,18294.07
SLE,C694,BRN,C096,0,14099.14,14099.14
SAU,C682,BRN,C096,0,7585.283,7585.283
HND,C340,BRN,C096,0,16795.27,16795.27
GHA,C288,BRN,C096,0,12740,12740
PYF,C258,BRN,C096,0,10760.97,10760.97
AUS,C036,BRN,C096,0,5756.495,5727.254
BRB,C052,BRN,C096,0,17939.34,17939.34
CHL,C152,BRN,C096,0,16801.3,16801.3
SVN,C705,BRN,C096,0,10423.06,10423.06
POL,C616,BRN,C096,0,9852.365,9852.365
STP,C678,BRN,C096,0,12038.32,12038.32
CPV,C132,BRN,C096,0,14948.48,14948.48
RUS,C643,BRN,C096,0,8767.516,8767.516
NCL,C540,BRN,C096,0,6367.255,6367.255
SWZ,C748,BRN,C096,0,9648.326,9648.326
KWT,C414,BRN,C096,0,7517.651,7517.651
SLB,C090,BRN,C096,0,5240.187,5240.187
VGB,C092,BRN,C096,0,17430.91,17430.91
SYC,C690,BRN,C096,0,6699.586,6699.586
KNA,C659,BRN,C096,0,17548.08,17548.08
FSM,C583,BRN,C096,0,4795.212,4795.212
PAL,,BRN,C096,0,8832.029,8832.029
TUR,C792,BRN,C096,0,9322.616,8992.317
LUX,C442,BRN,C096,0,10930.56,10930.56
DNK,C208,BRN,C096,0,10332.66,10332.66
MAC,C446,BRN,C096,0,1935.494,1935.494
LTU,C440,BRN,C096,0,9546.589,9546.589
NIC,C558,BRN,C096,0,17011.82,17011.82
SWE,C752,BRN,C096,0,9933.586,9933.586
PRY,C600,BRN,C096,0,17639.75,17639.75
PRK,C408,BRN,C096,0,3945.471,3945.471
SEN,C686,BRN,C096,0,14350.82,14350.82
ITA,C380,BRN,C096,0,10673.06,10673.06
KGZ,C417,BRN,C096,0,5796.082,5796.082
PLW,C585,BRN,C096,0,2175.93,2175.93
CIV,C384,BRN,C096,0,13156.75,13268.58
MTQ,C474,BRN,C096,0,17816.54,17816.54
CYP,C196,BRN,C096,0,8938.696,8938.696
AND,C020,BRN,C096,0,11525.79,11525.79
GTM,C320,BRN,C096,0,16477.33,16477.33
IRN,C364,BRN,C096,0,7316.803,7316.803
CXR,C162,BRN,C096,0,1992.454,1992.454
MDG,C450,BRN,C096,0,7848.804,7848.804
FJI,C242,BRN,C096,0,7417.437,7417.437
PCN,C612,BRN,C096,0,12760.75,12760.75
CMR,C120,BRN,C096,0,11467,11467
CRI,C188,BRN,C096,0,17348.79,17348.79
GLP,C312,BRN,C096,0,17675.81,17675.81
NFK,C574,BRN,C096,0,6806.82,6806.82
UZB,C860,BRN,C096,0,6077.023,6077.023
ABW,C533,BRN,C096,0,18008.87,18008.87
ISL,C352,BRN,C096,0,11562.25,11562.25
MMR,C104,BRN,C096,0,2438.079,2438.079
